participant,fluency_score,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,Primary_schoolType,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety
0236,43,19.014373716632445,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,Malay/English/Chinese,Chinese,Private school (international),Private (International) School,Yes,Yes,No,Yes,7,No,Yes,Yes,No
0183,21,21.20128556124271,Female,Malaysian,Malay,Freshman/First Year,Psychology,No,Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,9,No,No,Yes,Yes
0184,26,21.376502797286037,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,No
0185,24,19.174032068830662,Female,Non-Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,Yes,English,Yes,English,English & Chinese,Private school (international),Private (International) School,No,Yes,No,No,9,No,Yes,Yes,Yes
0181,24,18.809034907597535,Female,Non-Malaysian,Indian,Freshman/First Year,Psychology,"Yes, father only",Right,Yes,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,Yes,Yes,Yes,5,No,No,Yes,No
0192,60,26.299794661190965,Male,Malaysian,Chinese,Graduate Student,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,10,No,No,Yes,Yes
0202,53,20.080172076652328,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,9,No,No,No,No
0203,59,19.49980445834963,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,10,No,Yes,Yes,No
0231,51,18.967830253251197,Female,Non-Malaysian,Indonesian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Bahasa Indonesia,Yes,English,English,Private school (international),Private school,No,Yes,No,Yes,8,No,No,Yes,No
0230,30,21.332698488275206,Female,Non-Malaysian,Maldivian,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Dhivehi,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,4,No,Yes,Yes,No
0182,18,20.49975111996018,Male,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, father only",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes
0205,42,19.98709425107548,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,Yes,No
0206,47,19.729761439186547,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,Yes,No
0232,20,19.995307000391083,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,English,English,Private school (international),Private school,No,Yes,No,No,6,No,No,No,No
0240,24,19.732499022291748,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Private school (international),Private school,No,Yes,No,No,7,No,Yes,Yes,No
0242,58,19.79272585060618,Female,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,10,No,No,Yes,No
0235,18,19.217833398513886,Female,Non-Malaysian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,Yes,No,Yes,4,No,No,Yes,Yes
0237,38,20.058271411810715,Female,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,No,10,No,No,Yes,Yes
0188,31,19.633946030504497,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,9,No,No,Yes,Yes
0241,18,21.85013688846566,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,English,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,No,5,No,Yes,Yes,Yes
0186,42,19.491591709034026,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,Yes,No
0175,60,19.699648025029333,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,8,No,Yes,Yes,Yes
0180,50,19.59288228392648,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,10,No,No,Yes,No
0238,26,17.628386167146974,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,7,No,Yes,No,No
0179,31,20.25609756097561,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,6,No,No,Yes,No
0189,32,19.95150567070786,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,No,No
0204,36,19.691435275713726,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,8,No,Yes,Yes,Yes
0214,37,19.58466953461087,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,9,No,Yes,Yes,Yes
0209,43,19.880328509972625,Female,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,No,No,No
0216,28,19.351974970668753,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,Yes,Yes
0215,52,19.727023856081345,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,6,No,No,Yes,Yes
0201,28,20.05005866249511,Female,Malaysian,Chinese,Freshman/First Year,Not specified,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,9,No,No,Yes,No
0176,51,20.129448572545954,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,8,No,Yes,Yes,No
0193,18,20.661274265803883,Female,Non-Malaysian,Pakistan,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
0187,30,18.633812457221083,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,7,No,No,Yes,No
0211,23,19.223308564724288,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,Mandarin Chinese/ Cantonese,English & Chinese,Public school (SK),Public school (SK),Yes,No,Yes,Yes,4,No,No,No,No
0190,18,19.77082518576457,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,Malay,English,Religious school,Religious School,No,Yes,Yes,Yes,6,No,No,No,Yes
0177,35,19.71333594055534,Female,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,No,No
0208,46,19.757137270238562,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,Yes,No
0207,49,20.063746578021117,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,9,No,Yes,Yes,Yes
0171,60,19.373875635510363,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes
0213,32,21.98702535412451,Male,Non-Malaysian,Other,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,Yes,No,Yes,8,No,No,No,No
0212,21,19.40672663277278,Female,Malaysian,Aboriginal (Orang Asli),Freshman/First Year,Psychology,"Yes, father only",Right,No,Malay,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,6,No,Yes,Yes,No
0210,27,19.134839151266256,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,6,No,No,Yes,Yes
0244,30,20.179442508710803,Female,Malaysian,Malay,Junior/Third Year,Psychology,No,Right,No,English,Yes,English,English,Private school (international),Private (International) School,No,Yes,No,No,9,No,No,Yes,Yes
0250,57,21.625639804785145,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,10,No,No,Yes,No
0217,39,21.390191643851924,Male,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,No,No
0228,40,22.6694045174538,Male,Malaysian,Chinese,Senior/Fourth Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,English & Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,No,Yes,No
0197,43,21.34912510415427,Female,Malaysian,Chinese,Junior/Third Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,6,No,No,Yes,No
0246,20,21.16295679085823,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,7,No,No,Yes,No
0247,23,21.841923580526128,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, father only",Right,No,Malay,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
0196,44,21.71598619211999,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, both parents",Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,Yes,Yes,No
0256,48,22.718685831622178,Female,Malaysian,Chinese,Junior/Third Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,English & Chinese,Public school (SK),Public school (SK),No,Yes,No,No,9,No,No,Yes,Yes
0200,60,21.17390786811094,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,Yes,Yes,Yes
0253,29,22.121176050470183,Female,Non-Malaysian,Asian,Junior/Third Year,Psychology,"Yes, mother only",Right,Yes,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,Yes,No,No,7,No,No,Yes,No
0254,27,22.38193018480493,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,7,No,No,Yes,No
0234,45,21.691346268301395,Female,Malaysian,Malay-Chinese,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay & English,Yes,English,English,Private school (international),Private (Local) School,Yes,Yes,Yes,Yes,6,Yes,Yes,Yes,No
0229,24,21.87751458159743,Female,Malaysian,Malay,Junior/Third Year,Psychology,No,Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,4,No,Yes,Yes,Yes
0224,30,21.49422687775265,Female,Malaysian,Chinese,Senior/Fourth Year,Psychology,"Yes, father only",Right,No,English,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,No,9,No,Yes,Yes,No
0195,59,21.60099988096655,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,No,9,No,No,Yes,No
0245,60,21.41209379835734,Female,Malaysian,Chinese,Junior/Third Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,9,No,Yes,Yes,Yes
0248,14,21.929532198547793,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Left,No,Malay,Yes,English,Malay,Public school (SK),Public school (SK),No,Yes,No,Yes,5,No,Yes,Yes,Yes
0243,40,21.398404951791456,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Left,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,No,Yes,No
0220,57,21.535293417450305,Female,Malaysian,Indian,Junior/Third Year,Psychology,"Yes, mother only",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,Yes,No,8,No,Yes,Yes,Yes
0225,19,20.918616226978596,Female,Malaysian,Chinese,Graduate Student,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Malay,English,Private school (international),Private school,No,Yes,No,No,5,No,No,Yes,No
0194,58,21.981549815498155,Female,Malaysian,Chinese,Senior/Fourth Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,9,No,Yes,Yes,No
0221,20,21.874776812284253,Female,Malaysian,Indian,Senior/Fourth Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,No,Yes,Yes,2,No,Yes,Yes,No
0198,39,22.365503080082135,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, father only",Right,No,English,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,Yes,Yes,Yes
0178,30,21.464111415307702,Female,Malaysian,Other,Junior/Third Year,Psychology,No,Right,No,English,Yes,Mandarin Chinese/ Cantonese,English,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,6,No,No,Yes,Yes
0178,30,19.67774736018772,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Left,Yes,Malay,Yes,Unspecified,NA,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
0252,59,20.35465405674465,Female,Non-Malaysian,Indian,Junior/Third Year,Psychology,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes
0251,51,21.143792405665994,Female,Non-Malaysian,Korean,Senior/Fourth Year,Psychology,"Yes, both parents",Right,No,Korean,Yes,Korean,korean,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes
0227,19,22.420260095824776,Male,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,No,8,No,No,Yes,Yes
0266,42,20.7954206072673,Female,Malaysian,Chinese,Sophomore/Second Year,Not specified,NA,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,NA,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
0267,26,20.863862618218022,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,5,Yes,No,No,No
0309,59,20.099335158388737,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, father only",Right,No,English,Yes,English,English,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,10,No,No,Yes,Yes
0299,50,20.59830761572922,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,8,No,No,Yes,Yes
0277,55,19.691435275713726,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,10,No,No,Yes,No
0336,42,20.800895968143355,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes
0284,42,20.710552513688402,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science,No,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,Yes,Yes,Yes
0315,40,18.93223819301848,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,9,No,No,Yes,No
0286,59,21.080139372822302,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,10,No,No,No,Yes
